county,ward_names,ballots_cast,brian_hagedorn,lisa_neubauer,scatter
MILWAUKEE,City of MILWAUKEE Ward 308,129,63,66,0
MILWAUKEE,City of MILWAUKEE Ward 309,375,185,190,0
MILWAUKEE,City of MILWAUKEE Ward 310,52,27,25,0
MILWAUKEE,City of MILWAUKEE Ward 311,201,99,102,0
MILWAUKEE,City of MILWAUKEE Ward 312,372,183,189,0
MILWAUKEE,City of MILWAUKEE Ward 313,576,312,264,0
MILWAUKEE,City of MILWAUKEE Ward 314,257,144,112,1
MILWAUKEE,City of MILWAUKEE Ward 315,419,198,221,0
MILWAUKEE,City of MILWAUKEE Ward 316,231,122,108,1
MILWAUKEE,City of MILWAUKEE Ward 317,312,136,176,0
MILWAUKEE,City of MILWAUKEE Ward 320,11,0,11,0
MILWAUKEE,City of MILWAUKEE Ward 321,24,7,17,0
MILWAUKEE,City of MILWAUKEE Ward 322,19,5,14,0
MILWAUKEE,City of MILWAUKEE Ward 323,30,14,16,0
MILWAUKEE,City of MILWAUKEE Ward 324,14,5,9,0
MILWAUKEE,City of MILWAUKEE Ward 325,145,23,122,0
MILWAUKEE,City of MILWAUKEE Ward 326,0,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 327,0,0,0,0
MILWAUKEE,City of OAK CREEK Wards 1-3,1084,618,466,0
MILWAUKEE,City of OAK CREEK Wards 4-6,846,473,373,0
MILWAUKEE,City of OAK CREEK Wards 7-9,1132,681,451,0
MILWAUKEE,City of OAK CREEK Wards 10-12,1215,699,514,2
MILWAUKEE,City of OAK CREEK Wards 13-15,1251,830,421,0
MILWAUKEE,City of OAK CREEK Wards 16-19,800,423,376,1
MILWAUKEE,City of ST. FRANCIS Wards 1-4,667,288,378,1
MILWAUKEE,City of ST. FRANCIS Wards 5-8,807,357,449,1
MILWAUKEE,City of ST. FRANCIS Wards 9-12,995,406,588,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,1056,503,553,0
MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,745,390,355,0
MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,1135,635,499,1
MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,944,487,457,0
MILWAUKEE,City of WAUWATOSA Ward 1,665,208,457,0
MILWAUKEE,City of WAUWATOSA Ward 2,567,165,401,1
MILWAUKEE,City of WAUWATOSA Ward 3,630,225,404,1
MILWAUKEE,City of WAUWATOSA Ward 4,854,345,509,0
MILWAUKEE,City of WAUWATOSA Ward 5,410,163,246,1
MILWAUKEE,City of WAUWATOSA Ward 6,411,134,277,0
MILWAUKEE,City of WAUWATOSA Ward 7,743,299,444,0
MILWAUKEE,City of WAUWATOSA Ward 8,382,197,185,0
MILWAUKEE,City of WAUWATOSA Ward 9,580,303,277,0
MILWAUKEE,City of WAUWATOSA Ward 10,428,135,293,0
MILWAUKEE,City of WAUWATOSA Ward 11,561,177,383,1
MILWAUKEE,City of WAUWATOSA Ward 12,768,318,449,1
MILWAUKEE,City of WAUWATOSA Ward 13,305,88,217,0
MILWAUKEE,City of WAUWATOSA Ward 14,629,199,430,0
MILWAUKEE,City of WAUWATOSA Ward 15,607,146,461,0
MILWAUKEE,City of WAUWATOSA Ward 16,669,287,382,0
MILWAUKEE,City of WAUWATOSA Ward 17,593,328,265,0
MILWAUKEE,City of WAUWATOSA Ward 18,459,207,251,1
MILWAUKEE,City of WAUWATOSA Ward 19,473,213,258,2
MILWAUKEE,City of WAUWATOSA Ward 20,620,341,279,0
MILWAUKEE,City of WAUWATOSA Ward 21,435,221,214,0
MILWAUKEE,City of WAUWATOSA Ward 22,545,244,301,0
MILWAUKEE,City of WAUWATOSA Ward 23,471,257,214,0
MILWAUKEE,City of WAUWATOSA Ward 24,405,175,230,0
MILWAUKEE,City of WEST ALLIS Ward 1,260,124,136,0
MILWAUKEE,City of WEST ALLIS Ward 2,333,148,185,0
MILWAUKEE,City of WEST ALLIS Ward 3,221,95,126,0
MILWAUKEE,City of WEST ALLIS Ward 4,371,199,171,1
MILWAUKEE,City of WEST ALLIS Ward 5,337,172,165,0
MILWAUKEE,City of WEST ALLIS Ward 6,341,160,181,0
MILWAUKEE,City of WEST ALLIS Ward 7,383,180,203,0
MILWAUKEE,City of WEST ALLIS Ward 8,311,156,155,0
MILWAUKEE,City of WEST ALLIS Ward 9,414,211,203,0
MILWAUKEE,City of WEST ALLIS Ward 10,342,164,178,0
MILWAUKEE,City of WEST ALLIS Ward 11,447,237,210,0
MILWAUKEE,City of WEST ALLIS Ward 12,413,239,174,0
MILWAUKEE,City of WEST ALLIS Ward 13,608,333,275,0
MILWAUKEE,City of WEST ALLIS Ward 14,287,137,150,0
MILWAUKEE,City of WEST ALLIS Ward 15,303,165,138,0
MILWAUKEE,City of WEST ALLIS Ward 16,301,177,124,0
MILWAUKEE,City of WEST ALLIS Ward 17,412,225,187,0
MILWAUKEE,City of WEST ALLIS Ward 18,556,333,223,0
MILWAUKEE,City of WEST ALLIS Ward 19,570,322,247,1
MILWAUKEE,City of WEST ALLIS Ward 20,344,173,170,1
MILWAUKEE,City of WEST ALLIS Ward 21,415,217,198,0
MILWAUKEE,City of WEST ALLIS Ward 22,329,189,140,0
MILWAUKEE,City of WEST ALLIS Ward 23,467,287,179,1
MILWAUKEE,City of WEST ALLIS Ward 24,250,126,123,1
MILWAUKEE,City of WEST ALLIS Ward 25,524,294,230,0
MONROE,Town of ADRIAN Ward 1,216,140,76,0
MONROE,Town of ANGELO Wards 1-3,213,118,95,0
MONROE,Town of BYRON Ward 1,211,116,95,0
MONROE,Town of CLIFTON Ward 1,99,56,43,0
MONROE,Town of GLENDALE Ward 1,178,113,65,0
MONROE,Town of GRANT Ward 1,100,76,24,0
MONROE,Town of GREENFIELD Wards 1-2,174,107,67,0
MONROE,Town of JEFFERSON Ward 1,127,66,61,0
MONROE,Town of LAFAYETTE Wards 1-2,71,48,23,0
MONROE,Town of LA GRANGE Wards 1-3,404,238,165,1
MONROE,Town of LEON Wards 1-2,233,148,85,0
MONROE,Town of LINCOLN Ward 1,171,126,45,0
MONROE,Town of LITTLE FALLS Wards 1-2,291,161,130,0
MONROE,Town of NEW LYME Ward 1,42,22,20,0
MONROE,Town of OAKDALE Ward 1,140,95,45,0
MONROE,Town of PORTLAND Ward 1,144,79,65,0
MONROE,Town of RIDGEVILLE Ward 1,176,81,95,0
MONROE,Town of SCOTT Ward 1,27,24,3,0
MONROE,Town of SHELDON Ward 1,103,69,34,0
MONROE,Town of SPARTA Wards 1-6,748,398,350,0
MONROE,Town of TOMAH Wards 1-2,340,216,124,0
MONROE,Town of WELLINGTON Wards 1-2,127,51,76,0
MONROE,Town of WELLS Ward 1,161,99,62,0
MONROE,Town of WILTON Wards 1-5,75,41,34,0
MONROE,Village of CASHTON Wards 1-3,169,86,83,0
MONROE,Village of KENDALL Ward 1,87,42,45,0
MONROE,Village of MELVINA Ward 1,25,13,12,0
MONROE,Village of NORWALK Ward 1,131,63,68,0
MONROE,Village of OAKDALE Ward 1,37,20,17,0
MONROE,VILLAGE OF ONTARIO Ward 2,0,0,0,0
MONROE,VILLAGE OF ROCKLAND Ward 2,0,0,0,0
MONROE,Village of WARRENS Ward 1,81,60,21,0
MONROE,Village of WILTON Ward 1,93,36,56,1
MONROE,Village of WYEVILLE Ward 1,26,14,12,0
MONROE,City of SPARTA Wards 1-6,632,281,348,3
MONROE,"City of SPARTA Wards 7-12,17-19,21",636,292,343,1
MONROE,"City of SPARTA Wards 13-16,20,22-23",480,243,237,0
MONROE,"City of TOMAH Wards 1-2,24",166,81,84,1
MONROE,"City of TOMAH Wards 3-6,9-10,18",549,251,297,1
MONROE,"City of TOMAH Wards 7-8,17,20",160,81,79,0
MONROE,City of TOMAH Wards 11-12,152,70,82,0
MONROE,City of TOMAH Wards 13-14,218,112,105,1
MONROE,"City of TOMAH Wards 15-16,19,21-23",200,99,101,0
OCONTO,Town of ABRAMS Wards 1-3,399,253,146,0
OCONTO,Town of BAGLEY Ward 1,94,77,17,0
OCONTO,Town of BRAZEAU Wards 1-3,382,266,116,0
OCONTO,Town of BREED Ward 1,247,180,67,0
OCONTO,Town of CHASE Wards 1-5,503,321,182,0
OCONTO,Town of DOTY Ward 1,89,51,38,0
OCONTO,Town of GILLETT Wards 1-2,255,200,55,0
OCONTO,Town of HOW Wards 1-2,145,117,28,0
OCONTO,Town of LAKEWOOD Ward 1,300,207,93,0
OCONTO,Town of LENA Ward 1,142,104,38,0
OCONTO,Town of LITTLE RIVER Wards 1-2,216,158,58,0
OCONTO,Town of LITTLE SUAMICO Wards 1-8,1066,732,334,0
OCONTO,Town of MAPLE VALLEY Ward 1,173,132,41,0
OCONTO,Town of MORGAN Wards 1-2,361,244,117,0
OCONTO,Town of MOUNTAIN Ward 1,233,140,93,0
OCONTO,Town of OCONTO Wards 1-3,326,222,104,0
OCONTO,Town of OCONTO FALLS Wards 1-2,296,195,101,0
OCONTO,Town of PENSAUKEE Wards 1-2,303,195,108,0
OCONTO,Town of RIVERVIEW Wards 1-2,194,103,91,0
OCONTO,Town of SPRUCE Wards 1-2,169,122,47,0
OCONTO,Town of STILES Wards 1-2,362,262,100,0
OCONTO,Town of TOWNSEND Ward 1,391,219,172,0
OCONTO,Town of UNDERHILL Ward 1,165,121,44,0
OCONTO,Village of LENA Ward 1,87,48,39,0
OCONTO,VILLAGE OF PULASKI Ward 5,0,0,0,0
OCONTO,Village of SURING Ward 1,124,85,39,0
OCONTO,City of GILLETT Wards 1-3,241,165,76,0
OCONTO,City of OCONTO Wards 1-7,757,401,356,0
OCONTO,City of OCONTO FALLS Wards 1-6,520,314,206,0
ONEIDA,Town of CASSIAN Wards 1-2,265,146,118,1
ONEIDA,Town of CRESCENT Wards 1-3,447,237,209,1
ONEIDA,Town of ENTERPRISE Ward 1,116,84,32,0
ONEIDA,Town of HAZELHURST Wards 1-2,378,183,195,0
ONEIDA,Town of LAKE TOMAHAWK Wards 1-2,277,169,108,0
ONEIDA,Town of LITTLE RICE Ward 1,82,54,28,0
ONEIDA,Town of LYNNE Ward 1,39,21,18,0
ONEIDA,Town of MINOCQUA Wards 1-7,1223,720,503,0
ONEIDA,Town of MONICO Ward 1,99,65,34,0
ONEIDA,Town of NEWBOLD Ward 1,86,50,36,0
ONEIDA,Town of NEWBOLD Wards 2-4,618,323,291,4
ONEIDA,Town of NOKOMIS Wards 1-2,321,178,141,2
ONEIDA,Town of PELICAN Wards 1-4,576,304,269,3
ONEIDA,Town of PIEHL Ward 1,25,16,9,0
ONEIDA,Town of PINE LAKE Wards 1-4,572,295,277,0
ONEIDA,Town of SCHOEPKE Ward 1,144,84,60,0
ONEIDA,Town of STELLA Wards 1-2,124,68,56,0
ONEIDA,Town of SUGAR CAMP Wards 1-2,438,270,168,0
ONEIDA,Town of THREE LAKES Wards 1-4,780,520,260,0
ONEIDA,Town of WOODBORO Ward 1,212,128,84,0
ONEIDA,Town of WOODRUFF Wards 1-3,468,267,201,0
ONEIDA,City of RHINELANDER Ward 1,141,63,77,1
ONEIDA,City of RHINELANDER Wards 2-3,118,51,67,0
ONEIDA,City of RHINELANDER Wards 4-5,104,36,68,0
ONEIDA,City of RHINELANDER Wards 6-7,105,51,54,0
ONEIDA,City of RHINELANDER Wards 8-9,229,96,133,0
ONEIDA,City of RHINELANDER Ward 10,137,68,68,1
ONEIDA,City of RHINELANDER Wards 11-12,118,41,77,0
ONEIDA,City of RHINELANDER Wards 13-14,105,54,51,0
OUTAGAMIE,Town of BLACK CREEK Wards 1-2,262,188,74,0
OUTAGAMIE,Town of BOVINA Wards 1-2,195,137,58,0
OUTAGAMIE,"Town of BUCHANAN Wards 1,4,6-9",1158,691,467,0
OUTAGAMIE,"Town of BUCHANAN Wards 2-3,5,10",469,287,182,0
OUTAGAMIE,Town of CENTER Wards 1-7,1014,720,294,0
OUTAGAMIE,Town of CICERO Wards 1-2,213,132,81,0
OUTAGAMIE,Town of DALE Wards 1-3,681,490,191,0
OUTAGAMIE,Town of DEER CREEK Ward 1,122,84,38,0
OUTAGAMIE,Town of ELLINGTON Wards 1-5,712,536,176,0
OUTAGAMIE,Town of FREEDOM Wards 1-8,2323,1497,826,0
OUTAGAMIE,Town of GRAND CHUTE Wards 1-3,1087,615,472,0
OUTAGAMIE,Town of GRAND CHUTE Wards 4-14,1902,1035,867,0
OUTAGAMIE,Town of GRAND CHUTE Wards 15-18,955,508,447,0
OUTAGAMIE,"Town of GREENVILLE Wards 1-3,5,7-8",1848,1236,612,0
OUTAGAMIE,"Town of GREENVILLE Wards 4,6,9",487,335,152,0
OUTAGAMIE,Town of HORTONIA Wards 1-2,251,181,70,0
OUTAGAMIE,Town of KAUKAUNA Wards 1-3,301,229,72,0
OUTAGAMIE,Town of LIBERTY Ward 1,197,139,58,0
OUTAGAMIE,Town of MAINE Ward 1,158,106,52,0
OUTAGAMIE,Town of MAPLE CREEK Ward 1,178,115,63,0
OUTAGAMIE,Town of ONEIDA Wards 1-6,736,473,263,0
OUTAGAMIE,Town of OSBORN Wards 1-2,257,176,81,0
OUTAGAMIE,Town of SEYMOUR Wards 1-2,196,146,50,0
OUTAGAMIE,Town of VANDENBROEK Wards 1-3,336,226,110,0
OUTAGAMIE,Village of BEAR CREEK Ward 1,51,30,21,0
OUTAGAMIE,Village of BLACK CREEK Wards 1-2,239,152,87,0
OUTAGAMIE,Village of COMBINED LOCKS Wards 1-6,734,390,344,0
OUTAGAMIE,VILLAGE OF HARRISON Wards 1-2,0,0,0,0
OUTAGAMIE,Village of HORTONVILLE Wards 1-3,594,368,226,0
OUTAGAMIE,VILLAGE OF HOWARD Ward 17,0,0,0,0
OUTAGAMIE,Village of KIMBERLY Wards 1-8,1195,593,602,0
OUTAGAMIE,Village of KIMBERLY Ward 9,1,1,0,0
OUTAGAMIE,Village of LITTLE CHUTE Wards 1-15,1453,780,673,0
OUTAGAMIE,Village of NICHOLS Ward 1,33,25,8,0
OUTAGAMIE,Village of SHIOCTON Ward 1,122,79,43,0
OUTAGAMIE,VILLAGE OF WRIGHTSTOWN Wards 4-5,37,25,12,0
OUTAGAMIE,City of APPLETON Ward 1,263,85,178,0
OUTAGAMIE,City of APPLETON Ward 2,408,152,256,0
OUTAGAMIE,City of APPLETON Ward 3,683,167,516,0
OUTAGAMIE,City of APPLETON Ward 4,255,135,120,0
OUTAGAMIE,City of APPLETON Ward 5,2,2,0,0
OUTAGAMIE,City of APPLETON Ward 6,177,75,102,0
OUTAGAMIE,City of APPLETON Ward 7,403,180,223,0
OUTAGAMIE,City of APPLETON Ward 8,349,52,297,0
OUTAGAMIE,City of APPLETON Ward 9,299,163,136,0
OUTAGAMIE,City of APPLETON Ward 10,269,111,158,0
OUTAGAMIE,City of APPLETON Ward 11,195,98,97,0
OUTAGAMIE,City of APPLETON Ward 15,320,177,143,0
OUTAGAMIE,City of APPLETON Ward 16,243,126,117,0
OUTAGAMIE,City of APPLETON Ward 17,298,168,130,0
OUTAGAMIE,City of APPLETON Ward 18,238,134,104,0
OUTAGAMIE,City of APPLETON Ward 19,571,318,253,0
OUTAGAMIE,City of APPLETON Ward 20,356,195,161,0
OUTAGAMIE,City of APPLETON Ward 21,11,8,3,0
OUTAGAMIE,City of APPLETON Ward 22,45,36,9,0
OUTAGAMIE,City of APPLETON Ward 23,0,0,0,0
OUTAGAMIE,City of APPLETON Ward 24,145,55,90,0
OUTAGAMIE,City of APPLETON Ward 25,291,148,143,0
OUTAGAMIE,City of APPLETON Ward 27,424,163,261,0
OUTAGAMIE,City of APPLETON Ward 28,308,134,174,0
OUTAGAMIE,City of APPLETON Ward 29,372,145,227,0
OUTAGAMIE,City of APPLETON Ward 30,267,112,155,0
OUTAGAMIE,City of APPLETON Ward 33,393,167,226,0
OUTAGAMIE,City of APPLETON Ward 34,118,32,86,0
OUTAGAMIE,City of APPLETON Ward 35,343,183,160,0
OUTAGAMIE,City of APPLETON Ward 36,404,198,206,0
OUTAGAMIE,City of APPLETON Ward 37,266,127,139,0
OUTAGAMIE,City of APPLETON Ward 38,540,291,249,0
OUTAGAMIE,City of APPLETON Ward 39,233,126,107,0
OUTAGAMIE,City of APPLETON Ward 40,9,5,4,0
OUTAGAMIE,City of APPLETON Ward 41,71,54,17,0
OUTAGAMIE,City of APPLETON Ward 42,319,182,137,0
OUTAGAMIE,City of APPLETON Ward 43,318,156,162,0
OUTAGAMIE,City of APPLETON Ward 48,24,10,14,0
OUTAGAMIE,City of APPLETON Ward 49,29,10,19,0
OUTAGAMIE,City of APPLETON Ward 50,55,25,30,0
OUTAGAMIE,City of APPLETON Ward 51,401,135,266,0
OUTAGAMIE,City of APPLETON Ward 52,58,24,34,0
OUTAGAMIE,City of APPLETON Ward 53,11,0,11,0
OUTAGAMIE,City of APPLETON Ward 54,349,169,180,0
OUTAGAMIE,City of APPLETON Ward 55,147,67,80,0
OUTAGAMIE,City of APPLETON Ward 56,1,1,0,0
OUTAGAMIE,City of APPLETON Ward 57,2,0,2,0
OUTAGAMIE,City of APPLETON Ward 58,0,0,0,0
OUTAGAMIE,City of APPLETON Ward 59,0,0,0,0
OUTAGAMIE,City of APPLETON Ward 60,0,0,0,0
OUTAGAMIE,City of APPLETON Ward 61,0,0,0,0
OUTAGAMIE,City of KAUKAUNA Wards 1-3,617,300,317,0
OUTAGAMIE,"City of KAUKAUNA Wards 4-5,12,14",743,343,400,0
OUTAGAMIE,City of KAUKAUNA Wards 6-7,734,334,400,0
OUTAGAMIE,"City of KAUKAUNA Wards 8-10,13",853,418,435,0
OUTAGAMIE,CITY OF NEW LONDON Wards 1-2,224,148,76,0
OUTAGAMIE,City of SEYMOUR Wards 1-2,181,113,68,0
OUTAGAMIE,City of SEYMOUR Wards 3-4,142,88,54,0
OUTAGAMIE,City of SEYMOUR Wards 5-6,155,93,62,0
OZAUKEE,Town of BELGIUM Wards 1-3,413,309,104,0
OZAUKEE,Town of CEDARBURG Wards 1-2,436,294,142,0
OZAUKEE,Town of CEDARBURG Wards 3-4,537,378,159,0
OZAUKEE,"Town of CEDARBURG Wards 5-6,10",598,418,180,0
OZAUKEE,Town of CEDARBURG Wards 7-9,566,405,160,1
OZAUKEE,Town of FREDONIA Wards 1-4,639,526,113,0
OZAUKEE,"Town of GRAFTON Wards 1-2,5",696,535,161,0
OZAUKEE,Town of GRAFTON Wards 3-4,756,504,252,0
OZAUKEE,Town of PORT WASHINGTON Wards 1-2,486,349,137,0
OZAUKEE,Town of SAUKVILLE Wards 1-3,626,476,150,0
OZAUKEE,VILLAGE OF BAYSIDE Ward 6,47,20,27,0
OZAUKEE,Village of BELGIUM Wards 1-3,563,405,158,0
OZAUKEE,Village of FREDONIA Wards 1-3,528,377,150,1
OZAUKEE,Village of GRAFTON Wards 1-2,514,339,175,0
OZAUKEE,Village of GRAFTON Wards 3-4,522,334,186,2
OZAUKEE,Village of GRAFTON Wards 5-6,567,332,235,0
OZAUKEE,Village of GRAFTON Wards 7-8,476,319,157,0
OZAUKEE,Village of GRAFTON Wards 9-10,440,283,157,0
OZAUKEE,Village of GRAFTON Wards 11-12,511,349,161,1
OZAUKEE,Village of GRAFTON Wards 13-14,430,241,188,1
OZAUKEE,VILLAGE OF NEWBURG Ward 3,19,15,4,0
OZAUKEE,"Village of SAUKVILLE Wards 1,6-7",450,306,142,2
OZAUKEE,Village of SAUKVILLE Wards 2-5,398,291,106,1
OZAUKEE,Village of THIENSVILLE Wards 1-2,648,408,240,0
OZAUKEE,Village of THIENSVILLE Wards 3-4,395,198,197,0
OZAUKEE,City of CEDARBURG Ward 1,602,355,246,1
OZAUKEE,"City of CEDARBURG Wards 2,9",589,370,218,1
OZAUKEE,City of CEDARBURG Ward 3,507,272,233,2
OZAUKEE,"City of CEDARBURG Wards 4,8",413,241,172,0
OZAUKEE,City of CEDARBURG Ward 5,345,178,166,1
OZAUKEE,City of CEDARBURG Ward 6,555,318,237,0
OZAUKEE,City of CEDARBURG Ward 7,527,335,192,0
OZAUKEE,City of MEQUON Wards 1-2,1091,660,431,0
OZAUKEE,City of MEQUON Wards 3-4,1040,633,407,0
OZAUKEE,City of MEQUON Wards 5-7B,1214,812,401,1
OZAUKEE,City of MEQUON Wards 8-10,1056,602,453,1
OZAUKEE,City of MEQUON Wards 11-12,780,440,339,1
OZAUKEE,City of MEQUON Wards 13-15,1123,618,505,0
OZAUKEE,City of MEQUON Wards 16-18,1110,605,504,1
OZAUKEE,City of MEQUON Wards 19-21,947,504,443,0
OZAUKEE,City of PORT WASHINGTON Ward 1,471,280,191,0
OZAUKEE,City of PORT WASHINGTON Ward 2,382,187,194,1
OZAUKEE,City of PORT WASHINGTON Ward 3,461,231,230,0
OZAUKEE,City of PORT WASHINGTON Ward 4,389,230,159,0
OZAUKEE,City of PORT WASHINGTON Ward 5,466,275,191,0
OZAUKEE,City of PORT WASHINGTON Ward 6,313,171,141,1
OZAUKEE,City of PORT WASHINGTON Ward 7,432,234,198,0
PEPIN,Town of ALBANY Ward 1,146,90,56,0
PEPIN,Town of DURAND Wards 1-2,113,71,42,0
PEPIN,Town of FRANKFORT Ward 1,58,33,25,0
PEPIN,Town of LIMA Wards 1-2,72,37,35,0
PEPIN,Town of PEPIN Wards 1-2,187,94,93,0
PEPIN,Town of STOCKHOLM Ward 1,66,27,39,0
PEPIN,Town of WATERVILLE Wards 1-2,113,69,44,0
PEPIN,Town of WAUBEEK Ward 1,77,53,24,0
PEPIN,Village of PEPIN Wards 1-2,163,68,95,0
PEPIN,Village of STOCKHOLM Ward 1,44,14,30,0
PEPIN,City of DURAND Wards 1-3,266,152,114,0
PIERCE,Town of CLIFTON Wards 1-3,356,182,174,0
PIERCE,Town of DIAMOND BLUFF Ward 1,65,38,27,0
PIERCE,Town of ELLSWORTH Wards 1-2,181,112,69,0
PIERCE,Town of EL PASO Ward 1,126,71,55,0
PIERCE,Town of GILMAN Ward 1,297,156,140,1
PIERCE,Town of HARTLAND Ward 1,119,81,38,0
PIERCE,Town of ISABELLE Ward 1,31,16,15,0
PIERCE,Town of MAIDEN ROCK Ward 1,138,83,55,0
PIERCE,Town of MARTELL Wards 1-2,259,141,117,1
PIERCE,Town of OAK GROVE Wards 1-3,387,246,141,0
PIERCE,Town of RIVER FALLS Wards 1-3,411,178,233,0
PIERCE,Town of ROCK ELM Ward 1,63,27,36,0
PIERCE,Town of SALEM Ward 1,73,37,36,0
PIERCE,Town of SPRING LAKE Wards 1-2,135,79,56,0
PIERCE,Town of TRENTON Wards 1-2,323,185,138,0
PIERCE,Town of TRIMBELLE Wards 1-2,261,176,85,0
PIERCE,Town of UNION Ward 1,118,91,27,0
PIERCE,Village of BAY CITY Ward 1,65,39,26,0
PIERCE,Village of ELLSWORTH Wards 1-4,447,233,214,0
PIERCE,Village of ELMWOOD Ward 1,119,51,68,0
PIERCE,Village of MAIDEN ROCK Ward 1,21,5,16,0
PIERCE,Village of PLUM CITY Ward 1,119,71,48,0
PIERCE,Village of SPRING VALLEY Wards 1-2,369,164,205,0
PIERCE,City of PRESCOTT Wards 1-6,364,178,186,0
PIERCE,City of RIVER FALLS Ward 5,127,50,77,0
PIERCE,City of RIVER FALLS Wards 6-8,582,193,389,0
PIERCE,City of RIVER FALLS Wards 9-11,301,115,186,0
PIERCE,City of RIVER FALLS Wards 12-14,369,131,238,0
POLK,Town of ALDEN Wards 1-4,580,367,213,0
POLK,Town of APPLE RIVER Wards 1-2,195,120,75,0
POLK,Town of BALSAM LAKE Wards 1-2,216,129,87,0
POLK,Town of BEAVER Ward 1,131,84,47,0
POLK,Town of BLACK BROOK Wards 1-2,196,139,57,0
POLK,Town of BONE LAKE Ward 1,191,108,83,0
POLK,Town of CLAM FALLS Ward 1,113,65,48,0
POLK,Town of CLAYTON Ward 1,156,97,59,0
POLK,Town of CLEAR LAKE Ward 1,138,103,35,0
POLK,Town of EUREKA Wards 1-2,303,189,114,0
POLK,Town of FARMINGTON Wards 1-2,486,320,166,0
POLK,Town of GARFIELD Wards 1-3,364,225,139,0
POLK,Town of GEORGETOWN Wards 1-2,177,97,80,0
POLK,Town of JOHNSTOWN Ward 1,121,62,59,0
POLK,Town of LAKETOWN Ward 1,219,143,76,0
POLK,Town of LINCOLN Wards 1-4,408,241,167,0
POLK,Town of LORAIN Ward 1,81,54,27,0
POLK,Town of LUCK Wards 1-2,229,140,89,0
POLK,Town of MCKINLEY Ward 1,81,55,26,0
POLK,Town of MILLTOWN Wards 1-2,171,101,70,0
POLK,Town of OSCEOLA Wards 1-5,686,389,297,0
POLK,Town of ST. CROIX FALLS Wards 1-2,196,117,79,0
POLK,Town of STERLING Ward 1,93,59,34,0
POLK,Town of WEST SWEDEN Ward 1,211,116,95,0
POLK,Village of BALSAM LAKE Wards 1-2,174,103,71,0
POLK,Village of CENTURIA Ward 1,72,41,31,0
POLK,Village of CLAYTON Ward 1,97,65,32,0
POLK,Village of CLEAR LAKE Wards 1-2,159,104,55,0
POLK,Village of DRESSER Ward 1,140,90,50,0
POLK,Village of FREDERIC Wards 1-2,287,160,127,0
POLK,Village of LUCK Wards 1-2,222,121,101,0
POLK,Village of MILLTOWN Ward 1,81,49,32,0
POLK,Village of OSCEOLA Wards 1-3,554,291,263,0
POLK,VILLAGE OF TURTLE LAKE Ward 2A,9,6,3,0
POLK,VILLAGE OF TURTLE LAKE Ward 2B,0,0,0,0
POLK,City of AMERY Wards 1-5,479,249,230,0
POLK,City of ST. CROIX FALLS Wards 1-4,500,238,262,0
PORTAGE,Town of ALBAN Ward 1,270,145,125,0
PORTAGE,Town of ALMOND Ward 1,174,111,63,0
PORTAGE,Town of AMHERST Wards 1-2,394,214,180,0
PORTAGE,Town of BELMONT Ward 1,163,95,68,0
PORTAGE,Town of BUENA VISTA Wards 1-2,279,181,98,0
PORTAGE,Town of CARSON Wards 1-2,296,185,111,0
PORTAGE,Town of DEWEY Ward 1,227,125,102,0
PORTAGE,Town of EAU PLEINE Ward 1,247,150,95,2
PORTAGE,Town of GRANT Wards 1-4,722,427,294,1
PORTAGE,Town of HULL Wards 1-8,1165,557,608,0
PORTAGE,Town of LANARK Wards 1-2,412,225,187,0
PORTAGE,Town of LINWOOD Wards 1-2,259,142,117,0
PORTAGE,Town of NEW HOPE Ward 1,246,95,151,0
PORTAGE,Town of PINE GROVE Wards 1-2,149,80,69,0
PORTAGE,Town of PLOVER Wards 1-3,313,192,121,0
PORTAGE,Town of SHARON Wards 1-3,636,364,272,0
PORTAGE,Town of STOCKTON Wards 1-5,704,380,323,1
PORTAGE,Village of ALMOND Ward 1,80,50,30,0
PORTAGE,Village of AMHERST Wards 1-2,222,91,131,0
PORTAGE,Village of AMHERST JUNCTION Ward 1,84,49,35,0
PORTAGE,Village of JUNCTION CITY Ward 1,72,34,38,0
PORTAGE,VILLAGE OF MILLADORE Ward 2,1,1,0,0
PORTAGE,Village of NELSONVILLE Ward 1,71,25,46,0
PORTAGE,Village of PARK RIDGE Ward 1,207,72,134,1
PORTAGE,Village of PLOVER Wards 1-3,794,404,390,0
PORTAGE,Village of PLOVER Wards 4-6,953,444,508,1
PORTAGE,Village of PLOVER Wards 7-9,517,250,267,0
PORTAGE,Village of ROSHOLT Ward 1,98,52,46,0
PORTAGE,Village of WHITING Wards 1-4,396,162,234,0
PORTAGE,City of STEVENS POINT Wards 1-3,437,112,325,0
PORTAGE,City of STEVENS POINT Wards 4-6,298,88,210,0
PORTAGE,City of STEVENS POINT Wards 7-9,290,60,230,0
PORTAGE,City of STEVENS POINT Wards 10-12,348,96,252,0
PORTAGE,City of STEVENS POINT Wards 13-15,472,137,335,0
PORTAGE,"City of STEVENS POINT Wards 16-18,37,39,44",605,243,362,0
PORTAGE,"City of STEVENS POINT Wards 19-21,36,38,41,45",385,131,254,0
